Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-12-03 00:00:00-05:00,4253.5,4254.7998046875,4250.39990234375,4251.60009765625,248,0.0,0.0
2025-12-03 00:15:00-05:00,4251.7001953125,4252.7001953125,4249.5,4251.0,536,0.0,0.0
2025-12-03 00:30:00-05:00,4251.2001953125,4251.60009765625,4236.2001953125,4237.7998046875,3336,0.0,0.0
2025-12-03 00:45:00-05:00,4237.89990234375,4240.2998046875,4233.60009765625,4238.2998046875,3023,0.0,0.0
2025-12-03 01:00:00-05:00,4238.7998046875,4241.10009765625,4237.2998046875,4239.0,1073,0.0,0.0
2025-12-03 01:15:00-05:00,4239.10009765625,4243.2001953125,4237.5,4240.0,1029,0.0,0.0
2025-12-03 01:30:00-05:00,4239.7998046875,4241.2001953125,4235.5,4237.5,987,0.0,0.0
2025-12-03 01:45:00-05:00,4237.10009765625,4240.7001953125,4236.0,4238.89990234375,722,0.0,0.0
2025-12-03 02:00:00-05:00,4239.10009765625,4241.0,4236.39990234375,4236.60009765625,873,0.0,0.0
2025-12-03 02:15:00-05:00,4236.5,4238.7001953125,4232.5,4233.7001953125,2106,0.0,0.0
2025-12-03 02:30:00-05:00,4233.60009765625,4237.89990234375,4231.10009765625,4236.39990234375,2230,0.0,0.0
2025-12-03 02:45:00-05:00,4236.10009765625,4238.2998046875,4233.5,4236.10009765625,1306,0.0,0.0
2025-12-03 03:00:00-05:00,4236.5,4238.5,4202.89990234375,4236.7001953125,1241,0.0,0.0
2025-12-03 03:15:00-05:00,4236.89990234375,4237.7001953125,4233.7998046875,4236.7998046875,1503,0.0,0.0
2025-12-03 03:30:00-05:00,4236.7001953125,4241.2998046875,4234.2998046875,4239.2998046875,2058,0.0,0.0
2025-12-03 03:45:00-05:00,4239.2998046875,4240.2998046875,4206.39990234375,4236.60009765625,1292,0.0,0.0
2025-12-03 04:00:00-05:00,4236.89990234375,4237.7998046875,4227.5,4230.2001953125,3021,0.0,0.0
